delivery_date,wings,tenders,fries_reg,fries_large,veggies,dips,drinks,flavours
2022-08-04,5532,607,156,168,139,589,244,733
2022-08-05,5810,731,156,211,167,720,289,871
2022-08-06,5446,752,160,176,138,664,306,850
2022-08-07,6632,809,183,208,187,720,181,858
2022-08-08,5195,661,149,192,145,586,209,722
2022-08-09,5565,657,138,157,131,607,195,707
2022-08-10,4932,608,159,173,144,415,242,773
2022-08-11,5251,643,159,168,151,526,174,769
2022-08-12,6004,788,173,187,150,720,300,854
2022-08-13,6138,686,160,223,173,720,295,879
2022-08-14,4789,684,167,187,164,556,270,837
2022-08-15,5114,627,144,163,171,380,231,760
2022-08-16,4727,713,155,167,136,391,242,757
2022-08-17,4934,668,155,146,125,355,281,769
2022-08-18,5177,550,167,157,142,584,207,741
2022-08-19,5813,900,171,222,178,720,244,911
2022-08-20,5226,860,170,145,156,659,274,899
2022-08-21,5452,656,167,194,156,720,249,885
2022-08-22,5024,541,130,168,168,522,177,651
2022-08-23,5257,643,159,152,145,608,229,745
2022-08-24,5009,688,145,186,134,403,325,739
2022-08-25,4801,645,146,161,140,418,253,677
2022-08-26,6408,737,174,168,154,720,342,853
2022-08-27,6015,702,162,189,179,720,231,806
2022-08-28,5369,691,148,180,133,602,331,888
2022-08-29,5066,580,127,147,139,552,282,782
2022-08-30,4742,652,142,164,169,320,237,802
2022-08-31,4487,605,139,164,118,362,273,778
2022-09-01,5195,656,119,144,170,592,172,766
2022-09-02,5852,664,137,165,174,720,274,836
2022-09-03,6136,767,142,167,167,720,262,930
2022-09-04,6265,830,156,146,146,720,219,871
2022-09-05,5715,738,134,142,111,720,221,766
2022-09-06,6237,737,139,133,133,720,189,778
2022-09-07,5625,574,144,152,116,712,231,794
2022-09-08,5382,708,132,126,120,710,268,771
2022-09-09,6848,821,158,156,185,720,238,851
2022-09-10,6415,631,158,155,166,720,242,848
2022-09-11,6269,880,166,179,161,720,298,845
2022-09-12,5473,522,143,187,141,542,244,728
2022-09-13,5268,694,133,141,131,616,204,721
2022-09-14,5384,674,128,125,154,479,202,738
2022-09-15,5552,689,144,137,148,705,152,827
2022-09-16,5821,777,154,177,154,720,191,872
2022-09-17,6128,700,155,192,156,720,255,843
2022-09-18,6235,727,141,180,164,720,187,889
2022-09-19,5215,671,139,127,120,693,234,745
2022-09-20,5173,614,116,166,129,646,204,723
2022-09-21,5351,480,129,147,152,520,266,789
2022-09-22,5938,646,142,124,150,720,154,721
2022-09-23,6327,690,154,140,131,720,289,837
2022-09-24,6324,819,155,175,176,720,254,873
2022-09-25,6230,720,150,173,146,720,214,866
2022-09-26,5397,675,105,166,131,720,201,758
2022-09-27,6170,631,145,151,146,720,254,736
2022-09-28,5156,605,131,146,150,653,181,734
2022-09-29,4997,792,134,159,121,527,240,751
2022-09-30,6701,900,138,154,149,720,295,869
2022-10-01,6338,690,160,166,157,720,245,866
2022-10-02,6329,803,169,183,172,720,225,897
2022-10-03,5560,550,126,149,133,720,239,808
2022-10-04,5592,656,119,150,140,624,198,749
2022-10-05,5645,682,123,158,137,549,201,798
2022-10-06,4911,658,149,136,140,423,285,757
2022-10-07,6341,842,157,157,152,720,228,800
2022-10-08,6306,644,169,176,148,720,177,836
2022-10-09,6681,900,158,171,155,720,335,867
2022-10-10,6240,748,109,138,131,720,218,865
2022-10-11,5123,666,137,150,142,502,224,778
2022-10-12,5615,690,147,167,141,642,196,752
2022-10-13,5588,617,119,129,117,690,161,725
2022-10-14,6187,654,154,186,153,720,274,849
2022-10-15,6051,831,160,183,174,720,307,888
2022-10-16,6679,775,150,168,166,720,288,818
2022-10-17,5310,793,122,146,128,641,191,754
2022-10-18,5797,601,139,165,155,720,350,797
2022-10-19,5614,589,129,176,164,720,251,716
2022-10-20,5671,563,112,154,147,720,240,779
2022-10-21,5980,740,131,136,171,720,288,913
2022-10-22,6108,789,142,139,163,720,235,943
2022-10-23,5791,774,138,189,165,720,215,847
2022-10-24,5825,774,136,134,145,720,224,811
2022-10-25,5241,647,137,157,129,552,260,802
2022-10-26,6029,776,132,144,159,720,181,724
2022-10-27,5672,638,130,169,151,720,143,769
2022-10-28,6568,641,142,157,161,720,334,845
2022-10-29,6509,787,154,180,165,720,297,837
2022-10-30,6604,810,153,193,164,720,258,803
2022-10-31,5472,603,116,176,147,668,197,770
2022-11-01,5847,592,130,166,113,720,203,755
2022-11-02,5324,660,153,144,144,720,198,824
2022-11-03,5502,775,139,156,139,641,223,791
2022-11-04,6320,725,146,190,178,720,226,887
2022-11-05,6860,828,134,168,148,720,317,824
2022-11-06,5758,690,153,184,167,720,182,916
2022-11-07,5391,701,114,150,143,715,157,761
2022-11-08,5120,685,139,173,133,620,274,702
2022-11-09,5714,717,127,128,153,670,213,759
2022-11-10,5750,606,122,152,154,720,160,771
2022-11-11,5945,819,138,160,153,720,266,891
2022-11-12,6323,654,158,172,177,720,189,873
2022-11-13,6779,759,147,157,186,720,224,894
2022-11-14,4850,739,137,166,148,473,177,755
2022-11-15,5159,684,140,177,145,631,208,743
2022-11-16,5666,623,133,131,128,720,255,726
2022-11-17,5735,613,130,176,151,720,296,735
2022-11-18,5980,697,146,130,158,720,284,886
2022-11-19,6115,789,158,159,154,720,209,848
2022-11-20,6351,681,143,150,163,720,269,874
2022-11-21,4961,607,125,143,141,602,252,725
2022-11-22,5737,695,120,165,138,665,238,768
2022-11-23,5420,647,121,161,139,664,234,720
2022-11-24,5187,495,137,128,142,606,244,718
2022-11-25,6302,864,170,190,166,720,282,868
2022-11-26,6521,703,147,175,164,720,230,827
2022-11-27,6894,900,155,149,150,720,307,832
2022-11-28,5456,664,140,144,118,702,265,757
2022-11-29,5642,617,120,168,145,720,280,723
2022-11-30,5307,661,123,164,137,561,223,766
2022-12-01,5827,710,142,163,144,720,243,786
2022-12-02,6916,879,165,188,168,720,257,921
2022-12-03,6405,818,168,169,159,720,296,904
2022-12-04,6287,778,157,190,205,720,292,859
2022-12-05,5330,769,141,90,156,720,151,851
2022-12-06,4530,748,136,115,153,456,246,818
2022-12-07,5356,552,145,189,163,516,170,768
2022-12-08,4942,686,141,132,158,547,209,792
2022-12-09,5643,762,157,184,174,720,255,928
2022-12-10,6676,778,161,178,160,720,243,931
2022-12-11,6335,764,153,172,146,720,275,947
2022-12-12,5314,815,132,142,133,518,292,846
2022-12-13,5710,620,158,151,143,720,257,875
2022-12-14,5587,655,129,124,143,720,255,799
2022-12-15,5152,698,149,165,149,526,266,688
2022-12-16,6459,900,139,177,169,720,307,934
2022-12-17,6378,841,157,230,171,720,197,899
2022-12-18,6727,691,131,182,188,720,252,853
2022-12-19,5658,729,115,178,158,720,254,821
2022-12-20,5682,743,115,130,137,720,247,809
2022-12-21,5891,763,126,162,135,720,244,679
2022-12-22,6344,722,129,192,142,720,212,856
2022-12-23,6288,795,171,192,168,720,367,929
2022-12-24,6366,797,173,170,165,720,218,900
2022-12-25,6305,900,163,165,159,720,311,919
2022-12-26,5345,761,125,165,179,644,200,812
2022-12-27,5335,585,145,178,143,606,193,793
2022-12-28,5303,612,159,166,155,672,262,784
2022-12-29,5595,664,142,164,142,627,237,791
2022-12-30,5663,820,169,227,164,720,221,925
2022-12-31,7000,728,155,146,182,720,304,868
2023-01-01,7000,728,149,181,181,720,329,925
2023-01-02,5699,647,142,169,149,650,186,750
2023-01-03,5773,649,144,174,157,720,179,777
2023-01-04,5287,535,127,174,146,720,227,846
2023-01-05,5562,652,115,170,133,658,271,801
2023-01-06,6721,722,149,171,172,720,268,943
2023-01-07,6639,731,159,203,189,720,254,866
2023-01-08,6527,865,155,181,162,720,247,879
2023-01-09,6101,633,131,134,150,720,285,767
2023-01-10,5701,639,136,156,141,720,238,750
2023-01-11,5415,770,163,128,122,595,216,791
2023-01-12,5707,662,136,138,137,720,157,719
2023-01-13,5932,801,152,183,135,720,280,777
2023-01-14,6754,620,160,157,176,720,162,898
2023-01-15,5692,777,147,175,148,720,195,917
2023-01-16,5357,552,149,149,167,708,188,757
2023-01-17,5542,757,135,153,137,688,272,760
2023-01-18,5362,610,123,125,129,720,212,785
2023-01-19,4632,690,128,141,143,388,135,792
2023-01-20,6410,726,138,146,164,720,261,826
2023-01-21,6404,744,160,183,119,720,213,824
2023-01-22,6259,776,130,185,172,720,218,840
2023-01-23,5859,544,143,147,139,683,214,781
2023-01-24,5032,685,131,138,152,405,234,817
2023-01-25,6004,677,126,139,136,720,188,787
2023-01-26,6247,646,114,126,151,720,255,741
2023-01-27,6616,736,141,165,144,720,249,897
2023-01-28,6137,674,147,192,154,720,259,891
2023-01-29,6900,772,157,185,145,720,210,827
2023-01-30,5778,670,131,103,169,708,302,709
2023-01-31,5216,496,134,130,125,510,251,785
2023-02-01,6134,602,133,127,135,720,239,796
2023-02-02,5847,591,142,149,135,720,198,821
2023-02-03,6433,760,146,217,179,720,242,867
2023-02-04,6376,698,155,199,143,720,234,859
2023-02-05,7000,818,161,168,157,720,284,891
2023-02-06,5950,635,128,153,152,720,249,759
2023-02-07,5129,504,128,176,163,588,298,758
2023-02-08,5834,618,124,138,111,720,194,732
2023-02-09,5087,636,151,188,117,533,179,795
2023-02-10,6425,703,150,164,184,720,280,781
2023-02-11,6302,893,165,139,157,720,321,883
2023-02-12,7000,750,118,153,162,720,175,861
2023-02-13,5853,548,133,151,164,720,213,790
2023-02-14,5036,635,125,147,152,572,190,765
2023-02-15,6022,592,132,147,139,720,276,733
2023-02-16,5859,607,122,172,154,720,250,750
2023-02-17,6322,701,160,160,182,720,254,901
2023-02-18,6333,727,149,189,152,720,253,904
2023-02-19,6290,874,148,168,159,720,212,855
2023-02-20,5898,648,124,172,162,720,186,743
2023-02-21,6135,667,127,163,154,720,229,792
2023-02-22,5094,651,117,132,132,585,207,737
2023-02-23,5518,570,135,170,139,671,235,689
2023-02-24,6513,900,148,170,171,720,292,799
2023-02-25,6522,900,157,152,165,720,302,841
2023-02-26,6351,687,143,199,162,720,207,808
2023-02-27,5062,658,142,140,162,504,210,722
2023-02-28,5847,797,109,144,158,695,243,803
2023-03-01,5027,689,151,185,139,456,183,794
2023-03-02,4520,632,131,141,144,490,215,745
2023-03-03,6105,764,167,175,158,720,188,810
2023-03-04,5883,652,165,173,158,720,278,846
2023-03-05,5405,831,154,168,170,674,268,845
2023-03-06,5725,609,149,147,151,720,266,731
2023-03-07,5376,779,127,151,133,572,288,725
2023-03-08,4670,763,137,188,134,389,194,765
2023-03-09,4379,698,134,149,135,320,249,719
2023-03-10,5929,893,167,145,153,720,250,825
2023-03-11,5885,747,172,168,177,720,212,899
2023-03-12,6129,680,150,148,158,720,236,865
2023-03-13,4605,605,151,151,126,343,156,725
2023-03-14,5476,640,153,148,139,661,120,767
2023-03-15,4983,754,142,130,157,459,184,767
2023-03-16,4929,758,134,154,153,524,251,810
2023-03-17,5963,759,164,171,161,720,318,874
2023-03-18,5591,850,159,178,156,720,252,851
2023-03-19,5795,766,145,189,179,720,242,900
2023-03-20,5027,563,138,153,176,576,248,769
2023-03-21,5057,580,109,134,139,371,198,751
2023-03-22,4925,604,126,181,149,424,217,759
2023-03-23,4731,596,142,142,125,397,225,691
2023-03-24,5736,808,155,213,179,720,365,901
2023-03-25,5807,816,143,174,152,720,227,850
2023-03-26,5895,738,126,146,145,720,270,882
2023-03-27,5373,703,143,161,143,658,257,773
2023-03-28,5445,486,127,144,156,708,162,809
2023-03-29,4590,570,127,144,118,396,247,797
2023-03-30,4848,647,130,180,100,377,220,722
2023-03-31,5660,739,142,174,170,720,235,868
2023-04-01,5747,626,155,164,179,720,300,839
2023-04-02,5620,661,141,195,182,669,235,871
2023-04-03,5205,527,111,159,113,515,226,775
2023-04-04,4950,624,140,155,131,467,235,820
2023-04-05,5275,735,123,141,137,554,180,804
2023-04-06,5309,629,138,154,150,492,214,758
2023-04-07,5968,704,120,153,160,720,320,894
2023-04-08,5779,745,163,162,159,720,310,888
2023-04-09,5502,739,156,168,154,663,267,861
2023-04-10,4841,556,131,147,135,444,250,785
2023-04-11,5193,633,123,131,132,539,189,763
2023-04-12,4662,534,140,141,128,320,237,808
2023-04-13,4859,635,143,117,168,584,120,757
2023-04-14,5498,729,144,187,159,647,246,892
2023-04-15,5336,632,173,161,159,629,275,936
2023-04-16,5953,641,133,165,157,720,286,836
2023-04-17,5523,777,127,158,123,674,200,722
2023-04-18,4899,617,126,167,129,554,167,817
2023-04-19,4644,650,124,144,151,463,268,746
2023-04-20,5064,595,118,129,134,514,144,758
2023-04-21,6281,826,142,147,167,720,297,867
2023-04-22,6391,627,161,171,156,720,277,898
2023-04-23,6375,818,142,154,142,720,222,926
2023-04-24,5184,673,126,162,140,513,248,755
2023-04-25,4721,692,129,159,134,324,289,814
2023-04-26,5309,623,126,175,135,535,295,758
2023-04-27,5619,552,136,187,140,650,173,798
2023-04-28,5480,741,135,201,177,694,207,928
2023-04-29,5622,670,128,161,141,701,283,861
2023-04-30,5874,697,150,207,156,720,190,927
2023-05-01,4833,724,129,161,149,403,264,733
2023-05-02,5272,623,134,142,141,497,230,762
2023-05-03,4811,646,132,139,138,363,314,797
2023-05-04,5096,732,106,104,134,426,211,767
2023-05-05,6072,668,154,173,166,720,308,870
2023-05-06,6371,692,158,171,156,720,241,781
2023-05-07,4678,837,164,206,161,378,236,874
2023-05-08,4648,765,157,159,140,320,282,763
2023-05-09,4899,684,123,153,120,515,216,801
2023-05-10,4930,640,115,164,128,430,220,764
2023-05-11,4403,634,140,143,137,320,215,724
2023-05-12,5737,817,137,166,142,720,249,844
2023-05-13,5782,663,137,146,146,720,224,890
2023-05-14,5457,801,137,173,162,720,278,853
2023-05-15,5240,800,110,135,137,527,207,714
2023-05-16,5491,550,128,169,140,569,166,752
2023-05-17,4735,664,113,165,142,412,278,745
2023-05-18,4746,612,128,148,128,320,198,773
2023-05-19,5798,831,173,186,180,720,321,939
2023-05-20,6083,797,147,172,156,720,224,867
2023-05-21,4926,868,147,181,181,548,311,831
2023-05-22,5839,726,133,176,124,714,278,695
2023-05-23,5196,687,154,122,163,505,202,717
2023-05-24,4619,678,117,163,131,320,199,772
2023-05-25,4903,652,138,169,136,388,223,776
2023-05-26,5239,685,141,169,150,666,189,819
2023-05-27,5633,735,132,162,155,718,259,851
2023-05-28,6267,782,140,174,163,720,229,901
2023-05-29,5015,754,145,154,136,515,213,819
2023-05-30,5027,622,124,128,148,439,264,715
2023-05-31,5045,731,104,186,134,502,243,785
2023-06-01,5096,720,152,200,147,627,282,697
2023-06-02,6664,707,185,194,176,720,308,865
2023-06-03,6303,778,179,154,160,720,292,908
2023-06-04,5622,751,182,152,169,719,247,886
2023-06-05,5430,723,144,184,152,604,219,738
2023-06-06,5293,647,133,138,152,535,260,803
2023-06-07,4542,647,144,175,157,320,269,796
2023-06-08,4935,640,151,174,148,494,207,795
2023-06-09,6158,761,150,191,164,720,269,825
2023-06-10,5963,759,148,200,160,720,268,846
2023-06-11,5480,710,168,196,158,671,269,962
2023-06-12,4730,611,185,176,121,450,210,792
2023-06-13,4926,619,165,178,154,484,229,781
2023-06-14,5423,659,167,183,143,622,252,716
2023-06-15,4968,665,141,174,140,517,273,766
2023-06-16,5271,873,166,192,156,604,345,923
2023-06-17,5906,740,175,195,158,720,266,883
2023-06-18,5821,790,160,206,148,720,262,836
2023-06-19,5355,582,137,191,132,575,206,789
2023-06-20,5296,702,152,169,133,520,298,787
2023-06-21,4757,653,142,148,142,382,208,708
2023-06-22,4453,624,145,152,149,320,269,754
2023-06-23,5475,755,152,203,148,720,270,911
2023-06-24,5357,700,172,214,184,662,357,864
2023-06-25,6135,682,172,151,145,720,231,889
2023-06-26,5317,615,134,159,126,569,250,749
2023-06-27,5586,600,162,149,141,720,292,745
2023-06-28,5194,679,139,179,166,567,269,784
2023-06-29,4489,682,133,157,170,320,217,800
2023-06-30,5418,716,182,194,139,710,268,928
2023-07-01,5538,821,189,178,158,720,249,883
2023-07-02,5671,730,168,194,163,717,261,870
2023-07-03,4984,619,149,135,130,458,212,817
2023-07-04,5007,662,140,168,123,472,209,750
2023-07-05,4104,571,163,183,158,320,273,744
2023-07-06,4637,730,146,213,135,489,240,807
2023-07-07,6344,676,162,175,144,720,275,876
2023-07-08,5945,617,183,187,168,720,338,870
2023-07-09,5007,751,170,175,163,532,230,898
2023-07-10,4803,622,140,190,139,426,229,776
2023-07-11,5472,695,154,179,121,569,238,735
2023-07-12,4627,519,129,163,139,321,250,745
2023-07-13,5382,639,154,172,120,589,197,756
2023-07-14,5489,774,151,193,169,720,253,875
2023-07-15,5814,856,150,177,200,720,208,854
2023-07-16,4781,764,177,177,154,542,213,828
2023-07-17,4920,597,142,145,143,447,268,767
2023-07-18,5072,549,152,162,138,564,218,807
2023-07-19,5506,703,134,129,155,638,217,801
2023-07-20,4698,620,152,148,138,455,255,804
2023-07-21,6147,748,139,173,172,720,270,886
2023-07-22,6264,707,160,192,166,720,325,846
2023-07-23,5792,779,163,208,163,720,291,887
2023-07-24,4779,606,160,179,126,425,151,740
2023-07-25,5336,641,147,114,135,601,265,794
2023-07-26,4926,638,130,164,122,347,203,813
2023-07-27,4905,665,139,136,153,321,224,758
2023-07-28,5831,697,145,179,151,720,322,832
2023-07-29,5855,759,179,191,172,720,301,821
2023-07-30,4827,774,173,202,154,589,265,889
2023-07-31,5208,770,142,156,119,636,263,776
2023-08-01,6091,673,130,164,126,720,230,739
2023-08-02,4512,761,149,164,151,362,257,784
2023-08-03,5047,697,155,171,137,586,227,774
2023-08-04,5895,705,158,187,154,720,257,883
2023-08-05,6193,786,136,205,153,720,283,867
2023-08-06,5714,746,184,193,176,720,310,811
2023-08-07,5391,618,154,150,123,716,208,800
2023-08-08,5041,621,145,145,140,427,231,792
2023-08-09,5089,546,156,168,132,552,240,719
2023-08-10,5647,649,145,161,157,643,185,736
2023-08-11,6214,806,164,218,171,720,277,886
2023-08-12,5459,748,171,163,158,672,324,809
2023-08-13,5616,714,179,192,186,720,267,882
2023-08-14,4876,710,130,153,146,516,158,808
2023-08-15,4951,518,110,140,140,461,272,741
2023-08-16,4612,621,146,172,129,418,222,730
2023-08-17,4810,725,144,155,153,552,255,803
2023-08-18,6113,705,168,170,158,720,267,848
2023-08-19,5650,785,166,160,151,656,293,892
2023-08-20,5840,692,170,185,145,720,316,907
2023-08-21,4787,733,140,180,133,403,150,749
2023-08-22,5032,621,167,147,132,435,224,796
2023-08-23,5517,601,137,147,158,702,242,711
2023-08-24,4543,662,152,131,136,440,238,812
2023-08-25,5977,672,164,191,148,720,344,840
2023-08-26,6127,717,167,203,153,720,202,889
2023-08-27,4886,732,178,204,143,448,256,881
2023-08-28,4289,649,149,163,147,320,225,692
2023-08-29,5047,583,139,177,160,492,269,709
2023-08-30,5086,646,160,158,137,569,243,721
2023-08-31,5893,574,145,174,144,720,239,752
2023-09-01,5934,898,147,183,156,720,235,820
2023-09-02,6269,719,164,151,153,720,311,844
2023-09-03,6522,815,148,148,142,720,203,888
2023-09-04,5540,676,136,133,126,720,195,664
2023-09-05,5727,577,136,175,140,720,226,816
2023-09-06,5128,649,138,147,156,540,303,834
2023-09-07,5599,689,144,129,122,720,231,752
2023-09-08,6329,580,147,159,174,720,276,888
2023-09-09,5801,789,157,195,191,720,237,848
2023-09-10,6385,748,147,191,146,720,212,861
2023-09-11,5070,647,128,136,152,545,263,753
2023-09-12,5492,611,130,163,134,707,187,787
2023-09-13,5297,710,131,177,124,529,195,712
2023-09-14,5016,694,130,141,135,497,286,734
2023-09-15,5862,803,147,209,154,720,296,856
2023-09-16,6065,799,156,147,145,720,277,865
2023-09-17,6268,629,136,164,152,720,276,953
2023-09-18,5493,728,120,120,135,580,221,733
2023-09-19,4816,772,124,121,153,429,264,734
2023-09-20,5311,674,137,164,139,653,250,767
2023-09-21,5450,549,137,151,134,720,163,818
2023-09-22,6317,770,145,142,159,720,280,867
2023-09-23,5558,640,174,153,181,719,246,896
2023-09-24,6038,859,150,181,157,720,316,869
2023-09-25,6105,607,139,159,125,720,220,730
2023-09-26,5625,660,129,149,139,693,226,737
2023-09-27,6430,551,123,141,169,720,237,769
2023-09-28,5617,737,145,142,143,601,224,732
2023-09-29,6260,630,154,142,163,720,219,914
2023-09-30,6531,828,168,159,182,720,283,857
2023-10-01,5999,791,161,189,164,720,274,885
2023-10-02,5689,664,140,121,138,652,231,817
2023-10-03,5334,659,139,113,133,650,120,726
2023-10-04,5885,720,134,166,143,720,207,764
2023-10-05,5279,738,148,175,134,554,271,779
2023-10-06,6440,703,155,153,170,720,318,899
2023-10-07,5841,761,175,157,160,720,278,961
2023-10-08,6068,678,164,151,158,720,294,895
2023-10-09,5660,622,145,222,150,720,168,738
2023-10-10,5425,613,130,182,157,646,172,807
2023-10-11,5483,529,139,168,106,623,216,786
2023-10-12,5319,592,139,142,148,557,166,786
2023-10-13,6413,812,143,158,180,720,303,920
2023-10-14,6626,699,140,169,143,720,279,897
2023-10-15,5958,795,155,200,169,720,272,908
2023-10-16,5050,641,130,146,146,581,236,754
2023-10-17,5242,727,134,132,137,496,221,753
2023-10-18,5299,761,116,163,171,682,219,720
2023-10-19,5023,621,122,137,135,529,239,717
2023-10-20,6086,736,147,206,164,720,270,893
2023-10-21,6281,663,171,153,170,720,277,934
2023-10-22,6522,708,163,161,163,720,212,876
2023-10-23,5629,531,136,135,158,696,175,763
2023-10-24,5179,739,130,147,148,521,168,774
2023-10-25,5115,573,140,159,122,525,184,822
2023-10-26,5817,621,137,126,131,720,238,757
2023-10-27,6412,753,148,167,155,720,269,881
2023-10-28,5912,678,154,199,163,720,262,834
2023-10-29,6783,761,141,169,154,720,245,879
2023-10-30,5701,598,132,155,118,720,218,765
2023-10-31,5512,668,146,129,135,720,239,776
2023-11-01,6464,693,144,144,126,720,248,774
2023-11-02,5641,635,126,147,150,720,180,787
2023-11-03,6097,780,147,201,155,720,277,843
2023-11-04,6300,729,143,165,177,720,276,885
2023-11-05,5836,784,133,184,154,720,201,878
2023-11-06,5824,594,123,158,147,629,301,778
2023-11-07,5744,640,108,162,132,720,211,768
2023-11-08,5229,711,116,190,171,695,271,757
2023-11-09,5908,643,111,177,156,720,171,739
2023-11-10,5688,814,130,178,149,720,263,862
2023-11-11,6618,659,140,130,130,720,336,877
2023-11-12,6037,727,160,163,164,720,230,856
2023-11-13,5603,582,135,142,142,720,213,792
2023-11-14,4873,617,130,185,113,484,278,733
2023-11-15,5426,673,132,178,146,720,206,734
2023-11-16,5421,569,136,143,131,684,174,787
2023-11-17,6158,829,145,184,164,720,257,816
2023-11-18,6678,741,159,185,150,720,279,863
2023-11-19,6653,735,162,180,165,720,262,916
2023-11-20,5481,687,131,152,164,720,223,768
2023-11-21,5254,638,134,165,150,538,259,757
2023-11-22,5155,744,148,155,150,621,276,785
2023-11-23,5035,791,143,141,126,569,209,772
2023-11-24,6585,708,136,179,154,720,199,865
2023-11-25,6575,790,140,151,161,720,269,856
2023-11-26,6429,853,152,143,164,720,202,875
2023-11-27,5421,657,132,171,141,720,215,748
2023-11-28,5266,523,133,187,146,649,203,751
2023-11-29,5845,791,148,164,140,720,190,709
2023-11-30,5106,653,126,124,139,541,173,747
2023-12-01,6213,742,168,147,141,720,269,932
2023-12-02,6136,721,157,173,191,720,264,980
2023-12-03,6257,824,165,194,173,720,270,898
2023-12-04,5614,825,151,163,159,660,221,831
2023-12-05,6021,629,131,197,148,720,239,807
2023-12-06,5393,748,153,139,142,701,226,781
2023-12-07,5853,760,131,161,130,720,236,799
2023-12-08,5987,735,144,189,142,720,191,932
2023-12-09,5694,787,177,211,144,720,226,876
2023-12-10,6285,871,164,168,179,720,236,889
2023-12-11,5527,668,135,154,147,719,237,788
2023-12-12,5641,740,130,156,163,654,303,751
2023-12-13,5379,616,163,148,140,619,235,787
2023-12-14,5453,480,137,158,162,720,223,827
2023-12-15,5939,839,150,160,166,720,273,970
2023-12-16,6063,858,149,185,172,720,276,892
2023-12-17,6633,900,150,148,176,720,260,937
2023-12-18,5340,664,135,184,147,556,183,803
2023-12-19,5105,573,144,170,142,577,239,819
2023-12-20,5712,500,134,167,141,720,261,801
2023-12-21,6028,761,135,154,107,720,177,806
2023-12-22,6379,834,174,181,201,720,213,898
2023-12-23,6195,826,146,176,167,720,298,940
2023-12-24,6733,762,171,157,150,720,266,960
2023-12-25,5289,649,134,168,140,583,177,778
2023-12-26,5912,689,128,180,139,720,287,800
2023-12-27,4976,843,141,152,160,563,283,775
2023-12-28,5611,599,144,157,151,703,221,768
2023-12-29,6602,889,150,191,175,720,205,872
2023-12-30,6052,635,174,188,169,720,193,918
2023-12-31,7000,736,167,172,170,720,292,894
2024-01-01,6821,653,143,138,160,720,270,765
2024-01-02,5323,650,125,167,137,535,153,700
2024-01-03,5716,569,134,152,139,720,226,665
2024-01-04,5387,680,150,180,121,623,157,813
2024-01-05,6679,772,151,197,178,720,271,862
2024-01-06,6593,805,147,166,177,720,223,865
2024-01-07,6448,782,143,206,167,720,323,858
2024-01-08,5469,562,128,123,150,694,209,756
2024-01-09,5767,570,132,163,115,720,153,756
2024-01-10,5093,750,116,120,142,531,160,778
2024-01-11,4803,577,123,164,158,535,214,675
2024-01-12,6462,850,164,181,144,720,330,824
2024-01-13,5923,813,144,151,182,720,238,834
2024-01-14,7000,746,166,189,154,720,311,925
2024-01-15,4843,688,129,131,144,400,201,732
2024-01-16,5325,645,118,178,147,720,214,741
2024-01-17,6115,610,128,163,123,720,243,804
2024-01-18,5812,741,129,134,170,680,163,780
2024-01-19,6894,761,161,137,154,720,284,820
2024-01-20,5878,783,162,170,169,720,244,836
2024-01-21,6523,790,160,178,145,720,253,857
2024-01-22,5397,602,141,124,126,627,285,797
2024-01-23,4926,745,146,129,105,501,265,816
2024-01-24,5195,773,103,143,134,656,272,793
2024-01-25,5027,710,136,120,111,598,213,715
2024-01-26,6252,773,149,145,187,720,240,864
2024-01-27,6451,668,153,149,160,720,208,932
2024-01-28,6346,762,125,162,167,720,167,881
2024-01-29,5628,740,122,110,126,651,249,665
2024-01-30,5343,750,130,166,117,535,277,764
2024-01-31,5536,572,131,129,157,720,239,738
2024-02-01,4613,532,149,131,135,451,279,753
2024-02-02,6183,753,142,162,167,720,338,889
2024-02-03,6728,673,156,159,167,720,255,958
2024-02-04,6825,830,159,204,141,720,213,854
2024-02-05,5696,736,116,141,141,720,254,880
2024-02-06,5647,599,114,144,127,720,238,744
2024-02-07,6195,599,129,162,152,720,237,797
2024-02-08,5267,714,141,177,117,554,253,667
2024-02-09,6497,822,143,165,146,720,233,850
2024-02-10,6067,729,146,206,155,720,230,853
2024-02-11,7000,638,135,176,176,720,231,826
2024-02-12,5408,725,125,149,160,678,190,766
2024-02-13,5210,679,136,125,142,584,242,789
2024-02-14,5667,629,141,134,122,536,217,731
2024-02-15,5639,512,122,158,126,720,198,759
2024-02-16,6533,814,151,158,155,720,212,868
2024-02-17,6190,740,137,139,168,720,181,887
2024-02-18,6704,789,144,156,162,720,257,868
2024-02-19,5121,680,136,154,142,665,195,805
2024-02-20,5243,728,145,145,163,629,185,747
2024-02-21,5896,715,117,147,143,720,314,768
2024-02-22,5478,733,126,168,117,644,262,815
2024-02-23,6054,685,156,161,157,720,231,805
2024-02-24,5870,748,127,167,142,720,340,837
2024-02-25,6415,680,146,205,154,720,215,914
2024-02-26,4358,619,129,138,152,408,164,833
2024-02-27,5002,740,132,141,134,527,228,728
2024-02-28,5418,596,115,135,124,628,237,764
2024-02-29,6191,495,136,150,151,720,213,766
2024-03-01,5490,790,127,186,161,670,244,868
2024-03-02,6204,900,164,162,170,720,216,830
2024-03-03,5728,804,130,160,169,720,310,825
2024-03-04,5823,542,106,149,124,720,217,753
2024-03-05,4705,680,126,170,137,334,152,754
2024-03-06,4556,556,136,118,160,356,218,724
